,Title,Year,Rated,Genre,Director,Plot,Language,Country,Awards,Ratings,imdbRating,imdbVotes
948,Life Plan A and B,2016,TV-PG,Drama,N/A,"Wei Ru (Drunken To Love You star Rainie Yang) and You Yan (Yan Yu Lin) have a simple relationship. They aren't rich, but they still to enjoy life, even if it means eating three packs of instant noodles for breakfast, lunch and din...",Mandarin,Taiwan,1 win & 4 nominations,Internet Movie Database:7.6/10,7.6,129
949,Raising the Bar,2008–2009,N/A,Drama,N/A,Former law-school classmates reunite in court when they take on rival clients.,English,United States,1 nomination,Internet Movie Database:7.3/10,7.3,"1,851"
950,Dawn of the Croods,2015–2017,TV-Y7,"Animation, Short, Adventure",N/A,"Eep, Grug, Thunk, Ugga, Sandy and Gran are back. Follow them as they meet new friends, outrun new creatures and encounter ""firsts"" the world has never seen - such as school, slumber parties, hiccups and elections.",English,United States,4 nominations,Internet Movie Database:5.8/10,5.8,802
951,Diamond Lover,2015–2016,N/A,Drama,N/A,A young woman suffers difficulty in her work and love lives because of her unattractive appearance until she meets the right guy.,Mandarin,China,6 wins & 4 nominations,Internet Movie Database:6.2/10,6.2,162
952,A 2nd Chance,2011,PG,"Adventure, Drama, Family",Clay Glen,A young girl and her coach overcome adversity to make their way into the National Australian Gymnastics Squad.,English,Australia,N/A,Internet Movie Database:4.7/10,4.7,"1,116"
953,Amrapali,1966,N/A,"Musical, Fantasy",Lekh Tandon,"A victory over neighboring state Vaishai has always eluded Magadh Samrat Ajaatshatru despite being winning and taking control over all neighboring states. He attacks Vaishali only get defeated again. Wounded, lost and on the run, ...",Hindi,India,N/A,Internet Movie Database:6.7/10,6.7,259
954,Barbie: Life in the Dreamhouse,2012–2015,TV-G,"Animation, Short, Comedy",N/A,Barbie has various misadventures with her friends and sisters in a doll-sized version of Malibu.,English,"United States, Canada",N/A,Internet Movie Database:7.5/10,7.5,"2,372"
955,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,2017,N/A,"Animation, Family, Music",N/A,"Simple songs mix with colorful animation to teach youngsters about concepts such as animals, vehicles, numbers, colors and more.",English,United Kingdom,N/A,Internet Movie Database:3.7/10,3.7,11
956,Professor,1962,N/A,"Comedy, Drama, Musical",Lekh Tandon,A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,Hindi,India,1 win & 4 nominations,Internet Movie Database:6.9/10,6.9,324
957,Las aventuras de Zipi y Zape,1982,N/A,"Comedy, Musical, Family",Enrique Guevara,"At the beginning of the new school year, Zipi and Zape meet a new student, Oliverio, who is bullied by other classmates. They decide to protect introverted Oliverio, gaining his friendship, then they discover that he is from a ric...",Spanish,Spain,N/A,Internet Movie Database:3.0/10,3.0,123
958,Little Witch Academia,2017,TV-Y7,"Animation, Comedy, Family",N/A,"Akko enrolls at the Luna Nova Witchcraft Academy. She's not the best student, but her bright attitude is the key to her and her friends' success.",Japanese,Japan,1 win & 10 nominations,Internet Movie Database:7.8/10,7.8,"3,695"
959,Dangal,2016,Not Rated,"Action, Biography, Drama",Nitesh Tiwari,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,"Hindi, English","India, United States",38 wins & 35 nominations,"Internet Movie Database:8.3/10, Rotten Tomatoes:88%",8.3,"198,600"
960,Pac-Man and the Ghostly Adventures,2013–2016,TV-Y7,"Animation, Action, Adventure",N/A,Pac-Man saves Pac World from ghosts with his friends Cyli and Spiral.,"English, Japanese, Spanish","United States, Japan, Canada, France",7 nominations,Internet Movie Database:4.6/10,4.6,768
961,Puss in Book: Trapped in an Epic Tale,2017,TV-Y7,"Animation, Short, Action","Roy Burdine, Johnny Castuciano","While out fighting off ninja pirates, Puss stumbles on a fairy tale book. When he opens it, the adventure begins, as the viewer must choose each outcome, eventually freeing Puss from the book.",English,United States,2 nominations,Internet Movie Database:5.2/10,5.2,707
962,World of Winx,2016–2017,TV-Y7,"Animation, Action, Comedy",N/A,The Winx travel all over the world searching for talent for WOW. and preventing the mysterious talent thief from kidnapping them.,English,"Italy, United States",1 win,Internet Movie Database:6.7/10,6.7,783
963,The Russian Revolution,2017,TV-14,"Documentary, History",Cal Seville,"A brief yet comprehensive documentary overview of the downfall of the Romanov dynasty and the evolution of Lenin's Ulyanov family, from the terrible acts and subsequent hanging of his brother to his own hunger for a revolution.",English,United Kingdom,N/A,Internet Movie Database:6.5/10,6.5,710
964,Magic Phone,2014,N/A,"Short, Comedy, Sci-Fi","Adam Dorsey, Curtis Retherford","Magic Phone is a webseries about a phone that can make calls into the past and the future. It shows how interfering with time can interfere with your life, by following the mostly couch-based adventures of Ron, the owner of the phone",English,United States,N/A,,N/A,N/A
965,My Little Baby,2016,N/A,"Comedy, Drama",N/A,"Jung Han, a top murder squad detective in the special investigation bureau of violent crimes becomes the sole guardian of his 6-month-old niece, Eun Ae when his sister and her husband pass away unexpectedly.",Korean,South Korea,N/A,Internet Movie Database:6.3/10,6.3,123
966,Miniforce X,2019–,N/A,Animation,N/A,"Zenos who was once defeated by space cops, is not dead yet. Hundreds of years later, a space pirate gang DanDanDan (Kara, Dante, and Dancho) finds Zenos being confined in Asteroid Crete. Zenos lost most of his power but manages to...","Korean, English",South Korea,N/A,Internet Movie Database:6.8/10,6.8,27
967,Prince,2022,N/A,"Action, Drama, Romance",Anudeep K.V.,"A teacher falls in love with a young British woman who works as an English teacher at the same school. He tries to woo her, leads conflicts that come crashing on them as they face the biggest battle of their lives - to get married.","Telugu, Tamil",India,N/A,Internet Movie Database:4.4/10,4.4,"3,070"
968,All Hail King Julien: Exiled,2017,TV-Y7,"Animation, Short, Adventure",N/A,Julien's been dethroned and his kingdom is in trouble so now he has to fight his former brother Koto and free his subjects to get it back with help from his friends.,English,United States,3 wins & 2 nominations,Internet Movie Database:7.5/10,7.5,629
969,Sahara,2005,PG-13,"Action, Adventure, Comedy",Breck Eisner,"Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the ""Ship of Death"" in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator.","English, French, Arabic","United Kingdom, France, Germany, Spain, United States",2 wins & 5 nominations,"Internet Movie Database:6.0/10, Rotten Tomatoes:38%, Metacritic:41/100",6.0,"100,655"
970,Kazoops!,2016–2017,N/A,"Animation, Comedy, Family",N/A,"Who says the world works the way grown ups think it should? Things can always be different if you just imagine. Monty is a spirited boy of six, with a vivid imagination and his best friend is Jimmy Jones, the family pet pig. In ea...",English,Australia,N/A,Internet Movie Database:7.4/10,7.4,125
971,The Mars Generation,2017,N/A,Documentary,Michael Barnett,Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.,N/A,United States,2 wins & 1 nomination,Internet Movie Database:6.5/10,6.5,"1,018"
972,Fangbone!,2014–,TV-PG,"Animation, Action, Adventure",N/A,"Fangbone is a nine-year-old barbarian warrior from Skullbania who has landed in Eastwood Elementary's third grade class to save his native land from the vilest villain, Venomous Drool. With the help of his new sidekick Bill, a lov...",English,Canada,1 win & 3 nominations,Internet Movie Database:6.3/10,6.3,334
973,Bibi,1974,N/A,"Drama, Romance",Joseph W. Sarno,Sixteen year old Bibi comes to her aunt Toni's boarding house where she is seduced by lesbian women.,"Swedish, English","Sweden, Switzerland, West Germany",N/A,Internet Movie Database:4.9/10,4.9,264
974,Bottersnikes & Gumbles,2015–,TV-Y7,"Animation, Adventure, Comedy",N/A,"In a far away forgotten valley, heaped with long abandoned junk, a timeless battle rages between good and evil - and also between squashy and scaly, happy and grumpy, clever and wily, handsome and plain old ugly. This is the land ...","English, French, German, Mandarin, Spanish","United States, United Kingdom, Australia",1 nomination,Internet Movie Database:5.3/10,5.3,50
975,Julie's Greenroom,2017,N/A,"Comedy, Family, Musical",N/A,Ms. Julie (Dame Julie Andrews) teaches performing arts workshops to a group of puppet children and a duck with the help of her assistant Gus (Giullian Yao Gioiello) and celebrity guests at her Wellspring Center for the Performing ...,English,United States,4 nominations,Internet Movie Database:8.3/10,8.3,338
976,Samurai Gourmet,2017,N/A,"Adventure, Comedy",N/A,"A 60 year old retired salary-man finds new purpose in exploring the food of his neighborhood. Aided by his fantasy companion, a samurai who inspires him to boldly experience this new chapter of his life.",Japanese,Japan,N/A,Internet Movie Database:8.1/10,8.1,"2,243"
977,Howards End,1992,PG,"Drama, Romance",James Ivory,A businessman thwarts his wife's bequest of an estate to another woman.,"English, German","United Kingdom, Japan, United States",Won 3 Oscars. 32 wins & 49 nominations total,"Internet Movie Database:7.4/10, Rotten Tomatoes:94%, Metacritic:88/100",7.4,"34,430"
978,Notes on Blindness,2016,N/A,"Documentary, Drama","Peter Middleton, James Spinney","In the summer of 1983, just days before the birth of his first son, writer and theologian John Hull went blind. In order to make sense of the upheaval in his life, he began keeping a diary on audiocassette. Upon their publication ...",English,United Kingdom,Nominated for 3 BAFTA 4 wins & 15 nominations total,"Internet Movie Database:7.0/10, Rotten Tomatoes:95%, Metacritic:75/100",7.0,"2,173"
979,Buddy Thunderstruck,2017,TV-PG,"Animation, Action, Comedy",N/A,The hard-driving trucking adventures of a dog driver and his ferret mechanic sidekick.,English,United States,5 nominations,Internet Movie Database:7.8/10,7.8,527
980,The Butterfly's Dream,2013,N/A,"Biography, Drama, History",Yilmaz Erdogan,"In a small Turkish town, two young tuberculous poets try to survive while publishing their poems. As they both fall in love, their life would never be the same.",Turkish,Turkey,15 wins & 7 nominations,Internet Movie Database:7.7/10,7.7,"23,227"
981,Legend Quest,2017,TV-Y7,"Animation, Adventure, Comedy",N/A,"In 19th Century America, 12 year old Leo and his ghost companions defend their world against supernatural threats.",Spanish,Mexico,1 nomination,Internet Movie Database:7.3/10,7.3,507
982,Love Me as I Am,2013,N/A,"Short, Comedy, Romance",Kade Wise,"Tommy, a ""spiritual"", insecure and unemployed writer, falls prey to an Indian infomercial and makes silly and superstitious attempts to hypnotize his workaholic girlfriend, Cara, back into loving him.",English,United States,N/A,,N/A,N/A
983,Growing Up Wild,2016,G,Documentary,"Mark Linfield, Keith Scholey","Travel to the wildest corners of the planet as five courageous animals tackle the very first challenges of their young lives. With a little guidance from sage family members, each must figure out how to find food and recognize dan...",English,United States,N/A,Internet Movie Database:7.1/10,7.1,409
984,Tini: The New Life of Violetta,2016,G,"Adventure, Family, Music",Juan Pablo Buscarini,"Violetta returns from a worldwide tour to unexpected news. Finding herself at a crossroads, she is forced to question everything.",Spanish,"Spain, Italy, Argentina",1 nomination,Internet Movie Database:5.3/10,5.3,"1,238"
985,Spark,1998,Not Rated,"Drama, Thriller",Garret Williams,"Academy Award nominee Terrence Howard and Nicole Ari Parker star as a young African American couple who must find a way to survive when their car breaks down in a backwater, violent racist town.Byron (Howard--Hustle &amp; Flow) and Ni...",N/A,United States,1 win,Internet Movie Database:5.5/10,5.5,244
986,Dilwale,2015,Not Rated,"Action, Comedy, Drama",Rohit Shetty,"The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",Hindi,India,11 wins & 12 nominations,"Internet Movie Database:5.0/10, Rotten Tomatoes:20%",5.0,"36,626"
987,Zapped,2014,TV-G,"Comedy, Family, Fantasy",Peter DeLuise,"When Zoey's mom remarries, Zoey finds it hard adjusting to her new life - no longer the only kid in the family.",English,"Canada, United States",5 wins & 1 nomination,Internet Movie Database:5.0/10,5.0,"5,877"
988,Sarajevo,2014,N/A,"Drama, History, War","Andreas Prochaska, Kurt Mündl","On June 28, 1914, Archduke Franz Ferdinand of Austria is in Sarajevo with his wife, Sophie. While through the city by car, they are victims of an attack and die. This is the trigger of the First World War.","German, Serbo-Croatian","Austria, Czech Republic",5 nominations,Internet Movie Database:6.7/10,6.7,"2,887"
989,We're Lalaloopsy,2017,N/A,Animation,N/A,"The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration.",English,United States,N/A,Internet Movie Database:6.6/10,6.6,37
